COUNTY,AWAITING_TESTING,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME,INCONCLUSIVE
Alachua,15,1544,93,6,1639,html version of FL COVID Rep 04-02-2020,
Polk,27,1338,92,6,1430,html version of FL COVID Rep 04-02-2020,
Lake,5,1284,76,6,1364,html version of FL COVID Rep 04-02-2020,
Manatee,4,498,73,13,571,html version of FL COVID Rep 04-02-2020,
Sumter,8,754,63,8,818,html version of FL COVID Rep 04-02-2020,
Pasco,21,1334,57,4,1392,html version of FL COVID Rep 04-02-2020,
Clay,4,636,56,8,692,html version of FL COVID Rep 04-02-2020,
Brevard,4,704,48,6,752,html version of FL COVID Rep 04-02-2020,
St. Lucie,16,602,47,7,649,html version of FL COVID Rep 04-02-2020,
Okaloosa,54,266,46,15,312,html version of FL COVID Rep 04-02-2020,
Santa Rosa,2,399,46,10,445,html version of FL COVID Rep 04-02-2020,
Indian River,8,356,38,10,394,html version of FL COVID Rep 04-02-2020,
Leon,4,671,35,5,706,html version of FL COVID Rep 04-02-2020,
Marion,165,715,33,4,748,html version of FL COVID Rep 04-02-2020,
Martin,5,396,33,8,429,html version of FL COVID Rep 04-02-2020,
Monroe,64,224,33,13,257,html version of FL COVID Rep 04-02-2020,
Hernando,6,365,30,8,395,html version of FL COVID Rep 04-02-2020,
Charlotte,5,342,28,8,370,html version of FL COVID Rep 04-02-2020,
Flagler,0,229,24,9,254,html version of FL COVID Rep 04-02-2020,
Citrus,7,290,23,7,313,html version of FL COVID Rep 04-02-2020,
Highlands,9,102,21,17,125,html version of FL COVID Rep 04-02-2020,
Walton,0,116,18,13,134,html version of FL COVID Rep 04-02-2020,
Bay,2,154,14,8,168,html version of FL COVID Rep 04-02-2020,
Nassau,0,208,14,6,222,html version of FL COVID Rep 04-02-2020,
Putnam,5,314,14,4,328,html version of FL COVID Rep 04-02-2020,
Baker,1,81,11,12,92,html version of FL COVID Rep 04-02-2020,
Desoto,5,118,7,6,125,html version of FL COVID Rep 04-02-2020,
Suwannee,10,78,7,8,85,html version of FL COVID Rep 04-02-2020,
Unknown,9,17,5,23,22,html version of FL COVID Rep 04-02-2020,
Hendry,2,71,4,5,75,html version of FL COVID Rep 04-02-2020,
Jackson,11,81,4,5,85,html version of FL COVID Rep 04-02-2020,
Bradford,0,82,3,4,85,html version of FL COVID Rep 04-02-2020,
Columbia,36,152,3,2,155,html version of FL COVID Rep 04-02-2020,
Glades,0,4,3,43,7,html version of FL COVID Rep 04-02-2020,
Levy,1,109,2,2,111,html version of FL COVID Rep 04-02-2020,
Madison,0,32,2,6,34,html version of FL COVID Rep 04-02-2020,
Wakulla,0,62,2,3,64,html version of FL COVID Rep 04-02-2020,
Calhoun,0,15,1,6,16,html version of FL COVID Rep 04-02-2020,
Gadsden,0,47,1,2,48,html version of FL COVID Rep 04-02-2020,
Gulf,0,41,1,2,42,html version of FL COVID Rep 04-02-2020,
Hardee,0,24,1,4,25,html version of FL COVID Rep 04-02-2020,
Holmes,5,31,1,3,32,html version of FL COVID Rep 04-02-2020,
Okeechobee,1,58,1,2,59,html version of FL COVID Rep 04-02-2020,
Union,2,45,1,2,46,html version of FL COVID Rep 04-02-2020,
Washington,7,45,1,2,46,html version of FL COVID Rep 04-02-2020,
Dixie,0,47,0,0,47,html version of FL COVID Rep 04-02-2020,
Franklin,0,20,0,0,20,html version of FL COVID Rep 04-02-2020,
Gilchrist,0,44,0,0,44,html version of FL COVID Rep 04-02-2020,
Hamilton,3,25,0,0,25,html version of FL COVID Rep 04-02-2020,
Jefferson,0,21,0,0,21,html version of FL COVID Rep 04-02-2020,
Lafayette,0,12,0,0,12,html version of FL COVID Rep 04-02-2020,
Liberty,0,3,0,0,3,html version of FL COVID Rep 04-02-2020,
Taylor,1,37,0,0,37,html version of FL COVID Rep 04-02-2020,
Total,1285,69286,8010,10,77319,html version of FL COVID Rep 04-02-2020,
Dade,160,14594,3364,19,17962,html version of FL COVID Rep 04-03-2020(PM),
Broward,73,13039,1598,11,14644,html version of FL COVID Rep 04-03-2020(PM),
Palm Beach,96,3827,858,18,4688,html version of FL COVID Rep 04-03-2020(PM),
Orange,15,5718,602,10,6320,html version of FL COVID Rep 04-03-2020(PM),
Hillsborough,5,6390,463,7,6853,html version of FL COVID Rep 04-03-2020(PM),
Duval,178,5456,323,6,5779,html version of FL COVID Rep 04-03-2020(PM),
Pinellas,88,4785,318,6,5110,html version of FL COVID Rep 04-03-2020(PM),
Lee,19,2831,304,10,3135,html version of FL COVID Rep 04-03-2020(PM),
Collier,27,1591,203,11,1794,html version of FL COVID Rep 04-03-2020(PM),
Osceola,83,1107,201,15,1308,html version of FL COVID Rep 04-03-2020(PM),
Seminole,16,1588,163,9,1752,html version of FL COVID Rep 04-03-2020(PM),
Polk,21,1739,126,7,1867,html version of FL COVID Rep 04-03-2020(PM),
Volusia,3,1019,125,11,1144,html version of FL COVID Rep 04-03-2020(PM),
Sarasota,8,993,124,11,1117,html version of FL COVID Rep 04-03-2020(PM),
St. Johns,47,1511,119,7,1630,html version of FL COVID Rep 04-03-2020(PM),
Escambia,2,1207,113,9,1320,html version of FL COVID Rep 04-03-2020(PM),
Alachua,15,1805,110,6,1917,html version of FL COVID Rep 04-03-2020(PM),
Manatee,3,637,104,14,741,html version of FL COVID Rep 04-03-2020(PM),
Lake,7,1428,88,6,1520,html version of FL COVID Rep 04-03-2020(PM),
Pasco,24,1688,77,4,1766,html version of FL COVID Rep 04-03-2020(PM),
Clay,5,765,69,8,834,html version of FL COVID Rep 04-03-2020(PM),
Sumter,12,784,68,8,853,html version of FL COVID Rep 04-03-2020(PM),
Brevard,2,848,62,7,910,html version of FL COVID Rep 04-03-2020(PM),
St. Lucie,21,759,60,7,819,html version of FL COVID Rep 04-03-2020(PM),
Okaloosa,42,358,54,13,412,html version of FL COVID Rep 04-03-2020(PM),
Santa Rosa,0,494,48,9,542,html version of FL COVID Rep 04-03-2020(PM),
Indian River,16,485,47,9,532,html version of FL COVID Rep 04-03-2020(PM),
Charlotte,4,418,43,9,461,html version of FL COVID Rep 04-03-2020(PM),
Martin,5,490,42,8,532,html version of FL COVID Rep 04-03-2020(PM),
Monroe,75,279,40,13,319,html version of FL COVID Rep 04-03-2020(PM),
Leon,4,771,39,5,810,html version of FL COVID Rep 04-03-2020(PM),
Hernando,3,449,38,8,487,html version of FL COVID Rep 04-03-2020(PM),
Marion,201,825,38,4,863,html version of FL COVID Rep 04-03-2020(PM),
Citrus,8,361,28,7,389,html version of FL COVID Rep 04-03-2020(PM),
Flagler,2,262,28,10,291,html version of FL COVID Rep 04-03-2020(PM),
Highlands,9,143,26,15,171,html version of FL COVID Rep 04-03-2020(PM),
Nassau,0,268,19,7,287,html version of FL COVID Rep 04-03-2020(PM),
Walton,0,139,19,12,158,html version of FL COVID Rep 04-03-2020(PM),
Bay,2,203,18,8,221,html version of FL COVID Rep 04-03-2020(PM),
Putnam,5,395,15,4,410,html version of FL COVID Rep 04-03-2020(PM),
Baker,1,97,11,10,108,html version of FL COVID Rep 04-03-2020(PM),
Suwannee,7,97,11,10,108,html version of FL COVID Rep 04-03-2020(PM),
Unknown,20,25,10,29,35,html version of FL COVID Rep 04-03-2020(PM),
Desoto,4,127,9,7,136,html version of FL COVID Rep 04-03-2020(PM),
Bradford,3,104,5,5,109,html version of FL COVID Rep 04-03-2020(PM),
Hendry,1,96,5,5,101,html version of FL COVID Rep 04-03-2020(PM),
Columbia,23,193,4,2,197,html version of FL COVID Rep 04-03-2020(PM),
Jackson,4,93,4,4,97,html version of FL COVID Rep 04-03-2020(PM),
Madison,0,34,4,11,38,html version of FL COVID Rep 04-03-2020(PM),
Gadsden,0,62,3,5,65,html version of FL COVID Rep 04-03-2020(PM),
Glades,0,9,3,25,12,html version of FL COVID Rep 04-03-2020(PM),
Wakulla,1,71,3,4,74,html version of FL COVID Rep 04-03-2020(PM),
Calhoun,0,20,2,9,22,html version of FL COVID Rep 04-03-2020(PM),
Levy,0,123,2,2,125,html version of FL COVID Rep 04-03-2020(PM),
Okeechobee,3,75,2,3,77,html version of FL COVID Rep 04-03-2020(PM),
Franklin,0,22,1,4,23,html version of FL COVID Rep 04-03-2020(PM),
Gulf,0,48,1,2,49,html version of FL COVID Rep 04-03-2020(PM),
Hardee,0,27,1,4,28,html version of FL COVID Rep 04-03-2020(PM),
Holmes,6,38,1,3,39,html version of FL COVID Rep 04-03-2020(PM),
Union,2,54,1,2,55,html version of FL COVID Rep 04-03-2020(PM),
Washington,4,55,1,2,56,html version of FL COVID Rep 04-03-2020(PM),
Dixie,0,54,0,0,54,html version of FL COVID Rep 04-03-2020(PM),
Gilchrist,0,54,0,0,54,html version of FL COVID Rep 04-03-2020(PM),
Hamilton,3,30,0,0,30,html version of FL COVID Rep 04-03-2020(PM),
Jefferson,0,22,0,0,22,html version of FL COVID Rep 04-03-2020(PM),
Lafayette,0,19,0,0,19,html version of FL COVID Rep 04-03-2020(PM),
Liberty,0,4,0,0,4,html version of FL COVID Rep 04-03-2020(PM),
Taylor,0,42,0,0,42,html version of FL COVID Rep 04-03-2020(PM),
Total,1388,84144,10268,11,94447,html version of FL COVID Rep 04-03-2020(PM),
Dade,134,14099,3029,18,17132,html version of FL COVID Rep 04-03-2020,
Broward,73,12907,1565,11,14479,html version of FL COVID Rep 04-03-2020,
Palm Beach,75,3634,781,18,4416,html version of FL COVID Rep 04-03-2020,
Orange,14,5646,589,9,6235,html version of FL COVID Rep 04-03-2020,
Hillsborough,5,6336,440,6,6776,html version of FL COVID Rep 04-03-2020,
Duval,176,5203,306,6,5509,html version of FL COVID Rep 04-03-2020,
Lee,17,2770,289,9,3059,html version of FL COVID Rep 04-03-2020,
Pinellas,75,4727,289,6,5023,html version of FL COVID Rep 04-03-2020,
Osceola,70,1087,191,15,1278,html version of FL COVID Rep 04-03-2020,
Collier,26,1583,189,11,1772,html version of FL COVID Rep 04-03-2020,
Seminole,15,1579,160,9,1740,html version of FL COVID Rep 04-03-2020,
Volusia,2,1015,119,10,1134,html version of FL COVID Rep 04-03-2020,
Sarasota,10,978,118,11,1096,html version of FL COVID Rep 04-03-2020,
Polk,23,1710,115,6,1827,html version of FL COVID Rep 04-03-2020,
Escambia,4,1196,112,9,1308,html version of FL COVID Rep 04-03-2020,
St. Johns,35,1472,110,7,1582,html version of FL COVID Rep 04-03-2020,
Alachua,15,1768,108,6,1878,html version of FL COVID Rep 04-03-2020,
Manatee,3,613,94,13,707,html version of FL COVID Rep 04-03-2020,
Lake,4,1419,85,6,1508,html version of FL COVID Rep 04-03-2020,
Pasco,25,1652,74,4,1727,html version of FL COVID Rep 04-03-2020,
Sumter,13,779,67,8,847,html version of FL COVID Rep 04-03-2020,
Clay,6,734,65,8,799,html version of FL COVID Rep 04-03-2020,
Okaloosa,32,350,52,13,402,html version of FL COVID Rep 04-03-2020,
Brevard,2,833,51,6,884,html version of FL COVID Rep 04-03-2020,
St. Lucie,15,675,48,7,723,html version of FL COVID Rep 04-03-2020,
Santa Rosa,2,479,47,9,526,html version of FL COVID Rep 04-03-2020,
Indian River,14,436,44,9,480,html version of FL COVID Rep 04-03-2020,
Charlotte,4,405,42,9,447,html version of FL COVID Rep 04-03-2020,
Monroe,77,263,38,13,301,html version of FL COVID Rep 04-03-2020,
Martin,3,449,37,8,486,html version of FL COVID Rep 04-03-2020,
Hernando,3,429,36,8,465,html version of FL COVID Rep 04-03-2020,
Leon,3,741,35,5,776,html version of FL COVID Rep 04-03-2020,
Marion,154,800,34,4,834,html version of FL COVID Rep 04-03-2020,
Citrus,7,357,28,7,385,html version of FL COVID Rep 04-03-2020,
Flagler,0,262,27,9,290,html version of FL COVID Rep 04-03-2020,
Highlands,9,137,25,15,164,html version of FL COVID Rep 04-03-2020,
Walton,0,136,19,12,155,html version of FL COVID Rep 04-03-2020,
Nassau,0,250,18,7,268,html version of FL COVID Rep 04-03-2020,
Bay,2,201,17,8,218,html version of FL COVID Rep 04-03-2020,
Putnam,5,386,14,4,400,html version of FL COVID Rep 04-03-2020,
Baker,1,94,11,10,105,html version of FL COVID Rep 04-03-2020,
Suwannee,12,96,10,9,106,html version of FL COVID Rep 04-03-2020,
Unknown,4,25,10,29,35,html version of FL COVID Rep 04-03-2020,
Desoto,4,127,8,6,135,html version of FL COVID Rep 04-03-2020,
Bradford,0,97,5,5,102,html version of FL COVID Rep 04-03-2020,
Columbia,30,182,4,2,186,html version of FL COVID Rep 04-03-2020,
Hendry,2,92,4,4,96,html version of FL COVID Rep 04-03-2020,
Jackson,4,93,4,4,97,html version of FL COVID Rep 04-03-2020,
Gadsden,0,58,3,5,61,html version of FL COVID Rep 04-03-2020,
Glades,0,9,3,25,12,html version of FL COVID Rep 04-03-2020,
Calhoun,0,20,2,9,22,html version of FL COVID Rep 04-03-2020,
Levy,0,123,2,2,125,html version of FL COVID Rep 04-03-2020,
Madison,0,34,2,6,36,html version of FL COVID Rep 04-03-2020,
Okeechobee,3,73,2,3,75,html version of FL COVID Rep 04-03-2020,
Wakulla,0,70,2,3,72,html version of FL COVID Rep 04-03-2020,
Franklin,0,22,1,4,23,html version of FL COVID Rep 04-03-2020,
Gulf,0,45,1,2,46,html version of FL COVID Rep 04-03-2020,
Hardee,0,27,1,4,28,html version of FL COVID Rep 04-03-2020,
Holmes,4,37,1,3,38,html version of FL COVID Rep 04-03-2020,
Union,2,52,1,2,53,html version of FL COVID Rep 04-03-2020,
Washington,4,54,1,2,55,html version of FL COVID Rep 04-03-2020,
Dixie,0,52,0,0,52,html version of FL COVID Rep 04-03-2020,
Gilchrist,0,50,0,0,50,html version of FL COVID Rep 04-03-2020,
Hamilton,3,29,0,0,29,html version of FL COVID Rep 04-03-2020,
Jefferson,0,22,0,0,22,html version of FL COVID Rep 04-03-2020,
Lafayette,0,12,0,0,12,html version of FL COVID Rep 04-03-2020,
Liberty,0,4,0,0,4,html version of FL COVID Rep 04-03-2020,
Taylor,0,42,0,0,42,html version of FL COVID Rep 04-03-2020,
Total,1225,82137,9585,10,91755,html version of FL COVID Rep 04-03-2020,
Dade,153,16725,3890,19,20621,html version of FL COVID Rep 04-04-2020(PM),
Broward,80,14348,1765,11,16122,html version of FL COVID Rep 04-04-2020(PM),
Palm Beach,85,4201,954,18,5158,html version of FL COVID Rep 04-04-2020(PM),
Orange,12,6142,657,10,6799,html version of FL COVID Rep 04-04-2020(PM),
Hillsborough,7,7001,497,7,7501,html version of FL COVID Rep 04-04-2020(PM),
Duval,142,6261,387,6,6648,html version of FL COVID Rep 04-04-2020(PM),
Lee,19,3229,348,10,3577,html version of FL COVID Rep 04-04-2020(PM),
Pinellas,76,5332,342,6,5684,html version of FL COVID Rep 04-04-2020(PM),
Collier,26,1804,221,11,2025,html version of FL COVID Rep 04-04-2020(PM),
Osceola,83,1187,216,15,1403,html version of FL COVID Rep 04-04-2020(PM),
Seminole,16,1683,178,10,1862,html version of FL COVID Rep 04-04-2020(PM),
Polk,18,1963,142,7,2107,html version of FL COVID Rep 04-04-2020(PM),
Volusia,3,1178,134,10,1312,html version of FL COVID Rep 04-04-2020(PM),
St. Johns,42,1749,132,7,1882,html version of FL COVID Rep 04-04-2020(PM),
Manatee,3,719,129,15,848,html version of FL COVID Rep 04-04-2020(PM),
Sarasota,10,1070,129,11,1199,html version of FL COVID Rep 04-04-2020(PM),
Escambia,2,1390,118,8,1508,html version of FL COVID Rep 04-04-2020(PM),
Alachua,14,1970,116,6,2088,html version of FL COVID Rep 04-04-2020(PM),
Lake,9,1685,95,5,1784,html version of FL COVID Rep 04-04-2020(PM),
Pasco,23,1948,90,4,2039,html version of FL COVID Rep 04-04-2020(PM),
St. Lucie,20,871,76,8,947,html version of FL COVID Rep 04-04-2020(PM),
Clay,5,928,74,7,1002,html version of FL COVID Rep 04-04-2020(PM),
Sumter,11,818,73,8,892,html version of FL COVID Rep 04-04-2020(PM),
Brevard,3,1047,72,6,1119,html version of FL COVID Rep 04-04-2020(PM),
Okaloosa,42,390,59,13,449,html version of FL COVID Rep 04-04-2020(PM),
Martin,6,561,53,9,614,html version of FL COVID Rep 04-04-2020(PM),
Indian River,16,515,50,9,565,html version of FL COVID Rep 04-04-2020(PM),
Santa Rosa,0,570,50,8,620,html version of FL COVID Rep 04-04-2020(PM),
Charlotte,4,465,46,9,511,html version of FL COVID Rep 04-04-2020(PM),
Leon,4,895,42,4,937,html version of FL COVID Rep 04-04-2020(PM),
Marion,175,899,42,4,941,html version of FL COVID Rep 04-04-2020(PM),
Monroe,94,312,42,12,354,html version of FL COVID Rep 04-04-2020(PM),
Hernando,2,513,40,7,554,html version of FL COVID Rep 04-04-2020(PM),
Citrus,5,416,34,8,450,html version of FL COVID Rep 04-04-2020(PM),
Highlands,6,190,30,14,222,html version of FL COVID Rep 04-04-2020(PM),
Flagler,2,314,29,8,345,html version of FL COVID Rep 04-04-2020(PM),
Bay,2,246,23,9,269,html version of FL COVID Rep 04-04-2020(PM),
Nassau,0,329,21,6,350,html version of FL COVID Rep 04-04-2020(PM),
Walton,0,147,21,13,168,html version of FL COVID Rep 04-04-2020(PM),
Putnam,5,448,18,4,466,html version of FL COVID Rep 04-04-2020(PM),
Suwannee,3,124,17,12,141,html version of FL COVID Rep 04-04-2020(PM),
Baker,1,116,11,9,127,html version of FL COVID Rep 04-04-2020(PM),
Desoto,3,143,11,7,154,html version of FL COVID Rep 04-04-2020(PM),
Columbia,20,216,10,4,226,html version of FL COVID Rep 04-04-2020(PM),
Unknown,43,27,10,27,37,html version of FL COVID Rep 04-04-2020(PM),
Bradford,4,117,6,5,123,html version of FL COVID Rep 04-04-2020(PM),
Hendry,0,108,6,5,114,html version of FL COVID Rep 04-04-2020(PM),
Madison,2,39,6,13,45,html version of FL COVID Rep 04-04-2020(PM),
Wakulla,0,87,5,5,92,html version of FL COVID Rep 04-04-2020(PM),
Gadsden,0,66,4,6,70,html version of FL COVID Rep 04-04-2020(PM),
Glades,0,10,4,29,14,html version of FL COVID Rep 04-04-2020(PM),
Jackson,4,104,4,4,108,html version of FL COVID Rep 04-04-2020(PM),
Calhoun,0,26,3,10,29,html version of FL COVID Rep 04-04-2020(PM),
Okeechobee,2,95,3,3,98,html version of FL COVID Rep 04-04-2020(PM),
Levy,0,134,2,1,136,html version of FL COVID Rep 04-04-2020(PM),
Dixie,0,60,1,2,61,html version of FL COVID Rep 04-04-2020(PM),
Franklin,0,24,1,4,25,html version of FL COVID Rep 04-04-2020(PM),
Gulf,0,50,1,2,51,html version of FL COVID Rep 04-04-2020(PM),
Hardee,0,31,1,3,32,html version of FL COVID Rep 04-04-2020(PM),
Holmes,5,45,1,2,46,html version of FL COVID Rep 04-04-2020(PM),
Jefferson,0,23,1,4,24,html version of FL COVID Rep 04-04-2020(PM),
Union,2,61,1,2,62,html version of FL COVID Rep 04-04-2020(PM),
Washington,3,64,1,2,65,html version of FL COVID Rep 04-04-2020(PM),
Gilchrist,0,61,0,0,61,html version of FL COVID Rep 04-04-2020(PM),
Hamilton,2,36,0,0,36,html version of FL COVID Rep 04-04-2020(PM),
Lafayette,0,22,0,0,22,html version of FL COVID Rep 04-04-2020(PM),
Liberty,0,7,0,0,7,html version of FL COVID Rep 04-04-2020(PM),
Taylor,0,46,0,0,46,html version of FL COVID Rep 04-04-2020(PM),
Total,1319,94401,11545,11,105994,html version of FL COVID Rep 04-04-2020(PM),
Dade,142,16226,3667,18,19897,html version of FL COVID Rep 04-04-2020,
Broward,67,13935,1792,11,15735,html version of FL COVID Rep 04-04-2020,
Palm Beach,83,4080,908,18,4991,html version of FL COVID Rep 04-04-2020,
Orange,13,5985,631,10,6616,html version of FL COVID Rep 04-04-2020,
Hillsborough,6,6711,485,7,7198,html version of FL COVID Rep 04-04-2020,
Duval,164,5967,366,6,6333,html version of FL COVID Rep 04-04-2020,
Lee,17,3006,334,10,3340,html version of FL COVID Rep 04-04-2020,
Pinellas,68,5234,328,6,5571,html version of FL COVID Rep 04-04-2020,
Collier,26,1744,212,11,1956,html version of FL COVID Rep 04-04-2020,
Osceola,83,1155,207,15,1362,html version of FL COVID Rep 04-04-2020,
Seminole,16,1650,167,9,1818,html version of FL COVID Rep 04-04-2020,
Polk,18,1914,138,7,2054,html version of FL COVID Rep 04-04-2020,
Volusia,2,1066,129,11,1195,html version of FL COVID Rep 04-04-2020,
Sarasota,9,1029,127,11,1156,html version of FL COVID Rep 04-04-2020,
St. Johns,41,1719,127,7,1846,html version of FL COVID Rep 04-04-2020,
Manatee,3,678,126,16,804,html version of FL COVID Rep 04-04-2020,
Escambia,2,1350,117,8,1467,html version of FL COVID Rep 04-04-2020,
Alachua,13,1937,115,6,2054,html version of FL COVID Rep 04-04-2020,
Lake,7,1516,89,6,1609,html version of FL COVID Rep 04-04-2020,
Pasco,22,1846,85,4,1932,html version of FL COVID Rep 04-04-2020,
Clay,4,885,72,8,957,html version of FL COVID Rep 04-04-2020,
Sumter,12,802,71,8,874,html version of FL COVID Rep 04-04-2020,
St. Lucie,18,810,67,8,877,html version of FL COVID Rep 04-04-2020,
Brevard,2,955,65,6,1020,html version of FL COVID Rep 04-04-2020,
Okaloosa,42,384,59,13,443,html version of FL COVID Rep 04-04-2020,
Indian River,16,507,49,9,556,html version of FL COVID Rep 04-04-2020,
Santa Rosa,0,546,49,8,595,html version of FL COVID Rep 04-04-2020,
Charlotte,4,445,47,10,492,html version of FL COVID Rep 04-04-2020,
Martin,6,532,46,8,578,html version of FL COVID Rep 04-04-2020,
Leon,3,836,41,5,877,html version of FL COVID Rep 04-04-2020,
Monroe,95,305,41,12,346,html version of FL COVID Rep 04-04-2020,
Hernando,2,493,39,7,533,html version of FL COVID Rep 04-04-2020,
Marion,180,867,39,4,906,html version of FL COVID Rep 04-04-2020,
Citrus,5,397,33,8,430,html version of FL COVID Rep 04-04-2020,
Flagler,2,283,29,9,313,html version of FL COVID Rep 04-04-2020,
Highlands,6,154,29,16,185,html version of FL COVID Rep 04-04-2020,
Bay,2,241,23,9,264,html version of FL COVID Rep 04-04-2020,
Walton,0,146,21,13,167,html version of FL COVID Rep 04-04-2020,
Nassau,0,312,20,6,332,html version of FL COVID Rep 04-04-2020,
Putnam,5,436,18,4,454,html version of FL COVID Rep 04-04-2020,
Suwannee,3,117,17,13,134,html version of FL COVID Rep 04-04-2020,
Baker,1,110,11,9,121,html version of FL COVID Rep 04-04-2020,
Desoto,3,137,10,7,147,html version of FL COVID Rep 04-04-2020,
